is_true,label,predict,sentence,pre-processed,pre-processed_recover
FALSE,0,2,"RE: MILO - thức uống cho trẻ từ mấy tuổi Theo mình nghĩ trẻ trên 1 tuổi có thể uống Milo được rồi bạn à ! Vì khi đó hệ tiêu hóa của trẻ đã xem như hoàn thiện.Bé nhà mình cũng uống Milo từ 1 tuổi đến giờ.Có điều hơi nóng tí nhưng không sao.Tôt nhất là cho bé uống sữa công thức vì Milo chỉ là phụ thôi, nếu cho bé uống Milo thì nên cho uống nhiều nước tinh khiết vào để bé không bị bón nhé !!!                              Chỉnh sửa lần cuối bởi thu_hoa; Hôm nay vào lúc 10:56 PM.                         ","re: milo - thức uống cho trẻ từ mấy tuổi theo mình nghĩ trẻ trên  tuổi có thể uống milo được rồi bạn à ! vì khi đó hệ tiêu hóa của trẻ đã xem như hoàn thiện.bé nhà mình cũng uống milo từ  tuổi đến giờ.có điều hơi nóng tí nhưng không sao.tôt nhất là cho bé uống sữa công thức vì milo chỉ là phụ thôi, nếu cho bé uống milo thì nên cho uống nhiều nước tinh khiết vào để bé không bị bón nhé !!!                              chỉnh sửa lần cuối bởi thu_hoa; hôm nay vào lúc : pm.                         ","re : milo - thức uống cho trẻ từ mấy tuổi theo mình nghĩ trẻ trên tuổi có thể uống milo được rồi bạn à ! vì khi đó hệ tiêu hóa của trẻ đã xem như hoàn PADDING nhà mình cũng uống milo từ tuổi đến PADDING điều hơi nóng tí nhưng không PADDING nhất là cho bé uống sữa công thức vì milo chỉ là phụ thôi , nếu cho bé uống milo thì nên cho uống nhiều nước tinh khiết vào để bé không bị bón nhé ! ! ! chỉnh sửa lần cuối bởi PADDING ; hôm nay vào lúc : pm . PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2,Hèn j dân tình mua qá choy,hèn j dân tình mua qá choy,hèn j dân tình mua qá PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING
FALSE,0,2," ⭐️ Hoá ra trước giờ mình dùng ngân hàng có phí cao gần nhất à 😂😂😂 
Cơ mà đc cái nhanh tiện chưa thấy bị lsao cả nên thôi cứ dùg  =)))))))) 
#teamViettinBank  Phí dịch vụ tại các ngân hàng đang được rất nhiều người quan tâm những ngày gần đây sau khi một số ngân hàng tăng mạnh biểu phí dịch vụ. Thống kê cho thấy, các ngân hàng đang quy định biểu phí không hề giống nhau, nơi cao nơi thấp... "," ⭐️ hoá ra trước giờ mình dùng ngân hàng có phí cao gần nhất à 😂😂😂 
cơ mà đc cái nhanh tiện chưa thấy bị lsao cả nên thôi cứ dùg  =)))))))) 
#teamviettinbank  phí dịch vụ tại các ngân hàng đang được rất nhiều người quan tâm những ngày gần đây sau khi một số ngân hàng tăng mạnh biểu phí dịch vụ. thống kê cho thấy, các ngân hàng đang quy định biểu phí không hề giống nhau, nơi cao nơi thấp... ","⭐️ hoá ra trước giờ mình dùng ngân hàng có phí cao gần nhất à 😂😂😂 cơ mà đc cái nhanh tiện chưa thấy bị lsao cả nên thôi cứ dùg = ) ) ) ) ) ) ) ) # PADDING phí dịch vụ tại các ngân hàng đang được rất nhiều người quan tâm những ngày gần đây sau khi một số ngân hàng tăng mạnh biểu phí dịch vụ . thống kê cho thấy , các ngân hàng đang quy định biểu phí không hề giống nhau , nơi cao nơi thấp ... PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2,"Tổng đài Vietjet hnay sao dễ tính thế ko biết. Ko chảnh, ko kiêu, gọi phát nào đc phát đó, nhờ gì làm đó. Hết sức ngạc nhiên luôn  ","tổng đài vietjet hnay sao dễ tính thế ko biết. ko chảnh, ko kiêu, gọi phát nào đc phát đó, nhờ gì làm đó. hết sức ngạc nhiên luôn  ","tổng đài vietjet hnay sao dễ tính thế ko biết . ko chảnh , ko kiêu , gọi phát nào đc phát đó , nhờ gì làm đó . hết sức ngạc nhiên luôn PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2,Dùng Sony ý chị nhà em dùng 3 năm r vô tư,dùng sony ý chị nhà em dùng  năm r vô tư,dùng sony ý chị nhà em dùng năm r vô tư PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING
FALSE,0,2,Bạn đã lên đời smartphone nhưng vẫn không nỡ bán đi thiết bị cũ? Vậy tại sao không tận dụng camera điện thoại cũ đó vào những việc sau đây? 3 cách tận dụng camera điện thoại cũ độc đáo. Đừng vội bán smartphone cũ. viettelstore.vn,bạn đã lên đời smartphone nhưng vẫn không nỡ bán đi thiết bị cũ? vậy tại sao không tận dụng camera điện thoại cũ đó vào những việc sau đây?  cách tận dụng camera điện thoại cũ độc đáo. đừng vội bán smartphone cũ. viettelstore.vn,bạn đã lên đời smartphone nhưng vẫn không nỡ bán đi thiết bị cũ ? vậy tại sao không tận dụng camera điện thoại cũ đó vào những việc sau đây ? cách tận dụng camera điện thoại cũ độc đáo . đừng vội bán smartphone cũ . viettelstore.vn PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING
FALSE,0,2," Cuốn sách mà tôi muốn đọc và viết review lần này là một ấn phẩm kinh điển: Bố già - Mario Puzo.

Bố già không chỉ đơn thuần là một cuốn tiểu thuyết về đề tài thế giới ngầm đầy lộn xộn và bạo lực. Nó phản ánh một thế giới rất thực, và có đủ chất nhân văn, nhân đạo. Tất nhiên, tôi sẽ không bình luận gì về phần này, mọi người đọc rồi tự cảm nhận thôi )))

Điều tôi thích nhất ở cuốn sách là lối kể chuyện tự nhiên, phóng khoáng, đọc rất dễ chịu. Tình tiết câu chuyện rất hay, cao trào hấp dẫn. Mà thực ra thì ngay phần mở đầu đã rất thú vị, lôi cuốn rồi. Mario Puzo đã mở đầu bằng một cái đám cưới vô cùng gây chú ý. Nếu muốn so sánh, thì tôi sẽ so sánh đám cưới này với đám tang gây xôn xao dư luận trong “Hạnh phúc của một tang gia” (dù biết là khập khiễng).

Tuyến nhân vật rất gây thiện cảm. Vì sao? Vì nhà văn đã không kể một câu chuyện về một nhân vật nào cả. Chúng ta có nhiều nhân vật phụ xoay quanh cuộc đời và kế tục sự nghiệp của Bố già. Mọi người, không ai hoàn toàn là kẻ xấu, cũng chẳng một ai được gọi là người tốt 100% cả. Mỗi người đều có một tính cách riêng độc đáo. Tất cả những nhân vật này, không có ai bước qua sân khấu mà không để lại một dấu ấn nào cả. Và, rất nhiều nhân vật được kể có nhiều hơn một khoảnh khắc đáng yêu, đáng được trân trọng.

Ngoài ra quan trọng không kém (phần này dành cho các thiếu nữ đôi tám), chúng ta còn có một “soái ca” ngầu vô cùng. Anh đẹp trai này tất nhiên là không thâm tình đến chết đi sống lại như trong phim Hàn đâu. Đổi lại, anh sống rất thật, rất đời thường, và dễ chịu. 

Một cuốn sách thích hợp cho những ngày tinh thần mệt mỏi, hoặc vào một ngày đẹp trời, khi ai đó thích tìm một cuốn sách thật hay và cafe một mình. "," cuốn sách mà tôi muốn đọc và viết review lần này là một ấn phẩm kinh điển: bố già - mario puzo.

bố già không chỉ đơn thuần là một cuốn tiểu thuyết về đề tài thế giới ngầm đầy lộn xộn và bạo lực. nó phản ánh một thế giới rất thực, và có đủ chất nhân văn, nhân đạo. tất nhiên, tôi sẽ không bình luận gì về phần này, mọi người đọc rồi tự cảm nhận thôi )))

điều tôi thích nhất ở cuốn sách là lối kể chuyện tự nhiên, phóng khoáng, đọc rất dễ chịu. tình tiết câu chuyện rất hay, cao trào hấp dẫn. mà thực ra thì ngay phần mở đầu đã rất thú vị, lôi cuốn rồi. mario puzo đã mở đầu bằng một cái đám cưới vô cùng gây chú ý. nếu muốn so sánh, thì tôi sẽ so sánh đám cưới này với đám tang gây xôn xao dư luận trong “hạnh phúc của một tang gia” (dù biết là khập khiễng).

tuyến nhân vật rất gây thiện cảm. vì sao? vì nhà văn đã không kể một câu chuyện về một nhân vật nào cả. chúng ta có nhiều nhân vật phụ xoay quanh cuộc đời và kế tục sự nghiệp của bố già. mọi người, không ai hoàn toàn là kẻ xấu, cũng chẳng một ai được gọi là người tốt % cả. mỗi người đều có một tính cách riêng độc đáo. tất cả những nhân vật này, không có ai bước qua sân khấu mà không để lại một dấu ấn nào cả. và, rất nhiều nhân vật được kể có nhiều hơn một khoảnh khắc đáng yêu, đáng được trân trọng.

ngoài ra quan trọng không kém (phần này dành cho các thiếu nữ đôi tám), chúng ta còn có một “soái ca” ngầu vô cùng. anh đẹp trai này tất nhiên là không thâm tình đến chết đi sống lại như trong phim hàn đâu. đổi lại, anh sống rất thật, rất đời thường, và dễ chịu. 

một cuốn sách thích hợp cho những ngày tinh thần mệt mỏi, hoặc vào một ngày đẹp trời, khi ai đó thích tìm một cuốn sách thật hay và cafe một mình. ","cuốn sách mà tôi muốn đọc và viết review lần này là một ấn phẩm kinh điển : bố già - PADDING PADDING . bố già không chỉ đơn thuần là một cuốn tiểu thuyết về đề tài thế giới ngầm đầy lộn xộn và bạo lực . nó phản ánh một thế giới rất thực , và có đủ chất nhân văn , nhân đạo . tất nhiên , tôi sẽ không bình luận gì về phần này , mọi người đọc rồi tự cảm nhận thôi PADDING ) ) ) điều tôi thích nhất ở cuốn sách là lối kể chuyện tự nhiên , phóng khoáng , đọc rất dễ chịu . tình tiết câu chuyện rất hay , cao trào hấp dẫn . mà thực ra thì ngay phần mở đầu đã rất thú vị , lôi cuốn rồi . PADDING PADDING đã mở đầu bằng một"
FALSE,0,2,Citibank an toàn nhất,citibank an toàn nhất,citibank an toàn nhất PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING
FALSE,0,2,Phê thiệt chứ đéo đùa ????,phê thiệt chứ đéo đùa ????,phê thiệt chứ đéo đùa ? ? ? ? PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING
FALSE,0,2,"Xu hướng cả thế giới đang chạy theo công nghệ mới, OLED TV. Coi bộ bác QLED này đang ảo tưởng quá.","xu hướng cả thế giới đang chạy theo công nghệ mới, oled tv. coi bộ bác qled này đang ảo tưởng quá.","xu hướng cả thế giới đang chạy theo công nghệ mới , oled tv . coi bộ bác qled này đang ảo tưởng quá . PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2,"RE: Mọi người có thấy Qled, 1 cái tên dễ gây nhầm lẫn với Oled ? TV OLED sử dụng vật liệu hữu cơ tự phát sáng nên màu sắc đỉnh cao của sự hoàn hảo rồi          ","re: mọi người có thấy qled,  cái tên dễ gây nhầm lẫn với oled ? tv oled sử dụng vật liệu hữu cơ tự phát sáng nên màu sắc đỉnh cao của sự hoàn hảo rồi          ","re : mọi người có thấy qled , cái tên dễ gây nhầm lẫn với oled ? tv oled sử dụng vật liệu hữu cơ tự phát sáng nên màu sắc đỉnh cao của sự hoàn hảo rồi PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2," Khi tham gia bao hiem PRUDENTIAL cong ty lun dam bao quyen loi khách hang. Bang minh chung dau tu trái phiếu chinh phu len 6000nghin ti dong han 30nam. Khách yen tam nhe.  Chiều 5/3, tại Trụ sở Chính phủ, tiếp ông Julian Adams, Giám đốc quan hệ Chính phủ và Pháp chế, Thành viên Ban Giám đốc Tập đoàn Prudential, Phó Thủ tướng Vương Đình Huệ khẳng định, Chính phủ Việt Nam sẽ bảo đảm ổn định kinh tế... "," khi tham gia bao hiem prudential cong ty lun dam bao quyen loi khách hang. bang minh chung dau tu trái phiếu chinh phu len nghin ti dong han nam. khách yen tam nhe.  chiều /, tại trụ sở chính phủ, tiếp ông julian adams, giám đốc quan hệ chính phủ và pháp chế, thành viên ban giám đốc tập đoàn prudential, phó thủ tướng vương đình huệ khẳng định, chính phủ việt nam sẽ bảo đảm ổn định kinh tế... ","khi tham gia bao hiem prudential cong ty lun dam bao quyen loi khách hang . bang minh chung dau tu trái phiếu chinh phu len PADDING ti dong han nam . khách yen tam nhe . chiều / , tại trụ sở chính phủ , tiếp ông julian adams , giám đốc quan hệ chính phủ và pháp chế , thành viên ban giám đốc tập đoàn prudential , phó thủ tướng vương đình huệ khẳng định , chính phủ việt nam sẽ bảo đảm ổn định kinh tế ... PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2,"sữa nhật chủ yếu là rau xơ tránh táo bón cho bé.con chị uống sữa này vì sữa chú trọng tăng chiều cao,còn ko thì em đổi glico cho con đi.  tháng mà bé em lên 6 lạng là ok r. con chị đc hơn tuổi r,thấy con ăn ngủ tốt là chị ko cần chú trọng quá vào cân nặng đâu","sữa nhật chủ yếu là rau xơ tránh táo bón cho bé.con chị uống sữa này vì sữa chú trọng tăng chiều cao,còn ko thì em đổi glico cho con đi.  tháng mà bé em lên  lạng là ok r. con chị đc hơn tuổi r,thấy con ăn ngủ tốt là chị ko cần chú trọng quá vào cân nặng đâu","sữa nhật chủ yếu là rau xơ tránh táo bón cho PADDING chị uống sữa này vì sữa chú trọng tăng chiều cao , còn ko thì em đổi glico cho con đi . tháng mà bé em lên lạng là ok r. con chị đc hơn tuổi r , thấy con ăn ngủ tốt là chị ko cần chú trọng quá vào cân nặng đâu PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2,Tặng tao cái mày ơi Nocry Girlseven,tặng tao cái mày ơi nocry girlseven,tặng tao cái mày ơi PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING
FALSE,0,2," ACB cũng được xếp hạng Top 10 ngân hàng uy tín VN đó ba con oi! Trong Top 10 đó, Vietcombank dung số 1 và Military Bank dung số 4... "," acb cũng được xếp hạng top  ngân hàng uy tín vn đó ba con oi! trong top  đó, vietcombank dung số  và military bank dung số ... ","acb cũng được xếp hạng top ngân hàng uy tín vn đó ba con oi ! trong top đó , vietcombank dung số và PADDING bank dung số ... PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2,"Rò rỉ hình ảnh, cấu hình Galaxy J7 Prime tại VN, kẻ huỷ diệt của phân khúc 6-7tr Cấu hình như vậy mà giá ngang j7 . Vậy j7 bán cho ai","rò rỉ hình ảnh, cấu hình galaxy j prime tại vn, kẻ huỷ diệt của phân khúc tr cấu hình như vậy mà giá ngang j . vậy j bán cho ai","rò rỉ hình ảnh , cấu hình galaxy j prime tại vn , kẻ huỷ diệt của phân khúc tr cấu hình như vậy mà giá ngang j . vậy j bán cho ai PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
FALSE,0,2,"Em cũng ko quen uống cafe, nhưng sẽ thử hehe","em cũng ko quen uống cafe, nhưng sẽ thử hehe","em cũng ko quen uống cafe , nhưng sẽ thử hehe PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING PADDING"
